task,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
python-scala-translation,100,100,19,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9099466049873366,1
quantum-numerical-simulation,100,100,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,100,100,19,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,100,100,19,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
reserves-at-risk-calc,100,100,19,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
sales-pivot-analysis,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,100,100,19,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,100,100,19,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
shock-analysis-demand,100,100,19,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
shock-analysis-supply,100,100,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,100,100,19,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,100,100,19,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745,1
speaker-diarization-subtitles,100,100,19,4,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9619991470595832,1
spring-boot-jakarta-migration,100,100,19,5,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9818483242455303,1
suricata-custom-exfil,100,100,19,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,100,100,19,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,100,100,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
travel-planning,100,100,19,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5809949937791564,1
trend-anomaly-causal-inference,100,100,19,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,100,100,19,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,100,100,19,7,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,100,100,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,100,100,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,100,100,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,100,100,19,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3d-scan-calc,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,500,500,0,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,500,500,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
crystallographic-wyckoff-position-analysis,500,500,0,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
dapt-intrusion-detection,500,500,0,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,500,500,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dynamic-object-aware-egomotion,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
earthquake-phase-association,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,500,500,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
energy-ac-optimal-power-flow,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,500,500,0,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,500,500,0,5,1.0,1.0,1.0,1.0,0.2,0.6,0.8,1.0,0.7372449353281585,1
financial-modeling-qa,500,500,0,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
find-topk-similiar-chemicals,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,500,500,0,4,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.25,0.28097267762005274,4
fix-build-google-auto,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9134015924715543,1
fix-druid-loophole-cve,500,500,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,500,500,0,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6787553679106948,1
fix-visual-stability,500,500,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.617319681505689,1
flink-query,500,500,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,500,500,0,5,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5730249097309823,1
invoice-fraud-detection,500,500,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8179809735263114,1
jax-computing-basics,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,500,500,0,5,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.48522855511632257,1
lab-unit-harmonization,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,500,500,0,4,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
latex-formula-extraction,500,500,0,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
lean4-proof,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,500,500,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1,0.17723928678404774,10
manufacturing-fjsp-optimization,500,500,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
mario-coin-counting,500,500,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,500,500,0,6,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.8333333333333334,1.0,0.8696762340896296,1
offer-letter-generator,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,500,500,0,5,0.0,1.0,1.0,1.0,0.4,0.4,0.4,0.5,0.38356636737133565,2
paper-anonymizer,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
parallel-tfidf-search,500,500,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
pddl-tpp-planning,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,500,500,0,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
pedestrian-traffic-counting,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,500,500,0,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,500,500,0,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,500,500,0,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,500,500,0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
reserves-at-risk-calc,500,500,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,500,500,0,2,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8175295903539445,1
sec-financial-report,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,500,500,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,500,500,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,500,500,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,500,500,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,500,500,0,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
speaker-diarization-subtitles,500,500,0,4,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.8927537907700456,1
spring-boot-jakarta-migration,500,500,0,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8539316501572937,1
suricata-custom-exfil,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
syzkaller-ppdev-syzlang,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,500,500,0,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45390362024822023,1
trend-anomaly-causal-inference,500,500,0,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,500,500,0,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
video-silence-remover,500,500,0,7,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.8571428571428571,1.0,0.8269250618928119,1
video-tutorial-indexer,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,500,500,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
xlsx-recover-data,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
3d-scan-calc,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,500,500,1,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,500,500,1,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,500,500,1,2,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8175295903539445,1
data-to-d3,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9550236580992476,1
earthquake-phase-association,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,500,500,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
energy-ac-optimal-power-flow,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,500,500,1,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,500,500,1,5,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.7860137352654724,1
financial-modeling-qa,500,500,1,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
find-topk-similiar-chemicals,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,500,500,1,4,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.2,0.29007579773858083,5
fix-build-google-auto,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239,1
fix-druid-loophole-cve,500,500,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,500,500,1,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,500,500,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,500,500,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,500,500,1,5,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5730249097309823,1
invoice-fraud-detection,500,500,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8072467605676945,1
jax-computing-basics,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,500,500,1,5,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4412576003965278,1
lab-unit-harmonization,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,500,500,1,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
latex-formula-extraction,500,500,1,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
lean4-proof,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,500,500,1,2,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.41443699955334395,5
manufacturing-fjsp-optimization,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,500,500,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
mars-clouds-clustering,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,500,500,1,6,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,0.6296423804075381,2
offer-letter-generator,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,500,500,1,5,0.0,1.0,1.0,1.0,0.2,0.4,0.4,0.5,0.36005461457723403,2
paper-anonymizer,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
parallel-tfidf-search,500,500,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
pddl-tpp-planning,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,500,500,1,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
pedestrian-traffic-counting,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,500,500,1,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,500,500,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.49818925746641285,2
pptx-reference-formatting,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,500,500,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,500,500,1,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,500,500,1,4,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
react-performance-debugging,500,500,1,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
reserves-at-risk-calc,500,500,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
sec-financial-report,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,500,500,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,500,500,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,500,500,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,500,500,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,500,500,1,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9066276098484507,1
speaker-diarization-subtitles,500,500,1,4,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.876848805629635,1
spring-boot-jakarta-migration,500,500,1,5,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.8200261225503443,1
suricata-custom-exfil,500,500,1,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,500,500,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,500,500,1,6,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.4034698846650846,1
trend-anomaly-causal-inference,500,500,1,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,500,500,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,500,500,1,7,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.0,0.6378423595572619,1
video-tutorial-indexer,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,500,500,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,500,500,1,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
3d-scan-calc,500,500,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,500,500,2,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,500,500,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,500,500,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,500,500,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,500,500,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,500,500,2,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,500,500,2,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,500,500,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dialogue-parser,500,500,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,500,500,2,4,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
earthquake-phase-association,500,500,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,500,500,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,500,500,2,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
energy-ac-optimal-power-flow,500,500,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
energy-market-pricing,500,500,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,500,500,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
exceltable-in-ppt,500,500,2,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,500,500,2,5,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,500,500,2,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
