task,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,recall@3,recall@5,recall@10,mrr,ndcg@10
latex-formula-extraction,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
lean4-proof,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,100,100,2,2,0.0,0.5,0.5,1.0,0.3333333333333333,0.5
manufacturing-fjsp-optimization,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
mario-coin-counting,100,100,2,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
mars-clouds-clustering,100,100,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,100,100,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
multilingual-video-dubbing,100,100,2,6,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.784869300602595
offer-letter-generator,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,100,100,2,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
paper-anonymizer,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
parallel-tfidf-search,100,100,2,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9217868789962071
pddl-tpp-planning,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,100,100,2,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
pedestrian-traffic-counting,100,100,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,100,100,2,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,100,100,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
pptx-reference-formatting,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
protein-expression-analysis,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
python-scala-translation,100,100,2,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,100,100,2,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,100,100,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
reserves-at-risk-calc,100,100,2,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
sales-pivot-analysis,100,100,2,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
scheduling-email-assistant,100,100,2,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
sec-financial-report,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,100,100,2,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
setup-fuzzing-py,100,100,2,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
shock-analysis-demand,100,100,2,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
shock-analysis-supply,100,100,2,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,100,100,2,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,100,100,2,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
speaker-diarization-subtitles,100,100,2,4,1.0,0.75,1.0,1.0,1.0,1.0
spring-boot-jakarta-migration,100,100,2,5,1.0,0.6,0.8,1.0,1.0,0.9896062251871525
suricata-custom-exfil,100,100,2,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
syzkaller-ppdev-syzlang,100,100,2,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,100,100,2,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,100,100,2,6,1.0,0.3333333333333333,0.5,0.8333333333333334,1.0,0.74953033071105
trend-anomaly-causal-inference,100,100,2,4,1.0,0.75,1.0,1.0,1.0,1.0
video-filler-word-remover,100,100,2,3,1.0,1.0,1.0,1.0,1.0,1.0
video-silence-remover,100,100,2,7,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365
video-tutorial-indexer,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,100,100,2,1,1.0,1.0,1.0,1.0,1.0,1.0
xlsx-recover-data,100,100,2,2,0.0,0.5,1.0,1.0,0.5,0.6509209298071326
3d-scan-calc,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,100,100,3,5,1.0,0.6,0.8,1.0,1.0,0.9818483242455303
azure-bgp-oscillation-route-leak,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
citation-check,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,100,100,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
court-form-filling,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
crystallographic-wyckoff-position-analysis,100,100,3,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
dapt-intrusion-detection,100,100,3,2,1.0,0.5,1.0,1.0,1.0,0.8503449055347546
data-to-d3,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
dialogue-parser,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,100,100,3,4,1.0,0.75,1.0,1.0,1.0,1.0
earthquake-phase-association,100,100,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
energy-ac-optimal-power-flow,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
energy-market-pricing,100,100,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,100,100,3,2,1.0,0.5,0.5,1.0,1.0,0.8315546295836225
exoplanet-detection-period,100,100,3,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
financial-modeling-qa,100,100,3,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
find-topk-similiar-chemicals,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,100,100,3,4,1.0,0.5,0.75,0.75,1.0,0.7365896932159578
fix-build-google-auto,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239
fix-druid-loophole-cve,100,100,3,2,0.0,0.5,0.5,1.0,0.3333333333333333,0.5
fix-erlang-ssh-cve,100,100,3,6,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256
fix-visual-stability,100,100,3,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
flink-query,100,100,3,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
flood-risk-analysis,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,100,100,3,5,1.0,0.4,0.6,0.6,1.0,0.6548086577531307
invoice-fraud-detection,100,100,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
jax-computing-basics,100,100,3,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
jpg-ocr-stat,100,100,3,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
lab-unit-harmonization,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,100,100,3,4,1.0,0.25,0.25,0.75,1.0,0.6525874238732422
latex-formula-extraction,100,100,3,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
lean4-proof,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,100,100,3,2,0.0,0.5,1.0,1.0,0.5,0.6509209298071326
manufacturing-fjsp-optimization,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
mario-coin-counting,100,100,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
mars-clouds-clustering,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,100,100,3,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
multilingual-video-dubbing,100,100,3,6,1.0,0.5,0.8333333333333334,1.0,1.0,0.9876712785649565
offer-letter-generator,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,100,100,3,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
paper-anonymizer,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
parallel-tfidf-search,100,100,3,3,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.7864724919925569
pddl-tpp-planning,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,100,100,3,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
pedestrian-traffic-counting,100,100,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,100,100,3,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
pptx-reference-formatting,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
protein-expression-analysis,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
python-scala-translation,100,100,3,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,100,100,3,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,100,100,3,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
reserves-at-risk-calc,100,100,3,1,0.0,0.0,0.0,1.0,0.1,0.2890648263178879
sales-pivot-analysis,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
scheduling-email-assistant,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
sec-financial-report,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,100,100,3,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
setup-fuzzing-py,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
shock-analysis-demand,100,100,3,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
shock-analysis-supply,100,100,3,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,100,100,3,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
speaker-diarization-subtitles,100,100,3,4,1.0,0.5,0.75,1.0,1.0,0.8756458727267334
spring-boot-jakarta-migration,100,100,3,5,1.0,0.6,0.8,1.0,1.0,0.9708923176105698
suricata-custom-exfil,100,100,3,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
syzkaller-ppdev-syzlang,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,100,100,3,6,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6013124342022591
trend-anomaly-causal-inference,100,100,3,4,1.0,0.75,1.0,1.0,1.0,1.0
video-filler-word-remover,100,100,3,3,1.0,1.0,1.0,1.0,1.0,1.0
video-silence-remover,100,100,3,7,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365
video-tutorial-indexer,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,100,100,3,1,1.0,1.0,1.0,1.0,1.0,1.0
xlsx-recover-data,100,100,3,2,1.0,1.0,1.0,1.0,1.0,1.0
3d-scan-calc,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,100,100,4,5,1.0,0.6,0.8,1.0,1.0,0.975788054854922
azure-bgp-oscillation-route-leak,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
citation-check,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
court-form-filling,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
crystallographic-wyckoff-position-analysis,100,100,4,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
dapt-intrusion-detection,100,100,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
data-to-d3,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
dialogue-parser,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
dynamic-object-aware-egomotion,100,100,4,4,1.0,0.75,0.75,1.0,1.0,0.9619991470595832
earthquake-phase-association,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
energy-ac-optimal-power-flow,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
energy-market-pricing,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,100,100,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
exoplanet-detection-period,100,100,4,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
financial-modeling-qa,100,100,4,2,0.0,0.5,1.0,1.0,0.5,0.6240505200038379
find-topk-similiar-chemicals,100,100,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
fix-build-google-auto,100,100,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
fix-druid-loophole-cve,100,100,4,2,0.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292
fix-erlang-ssh-cve,100,100,4,6,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256
fix-visual-stability,100,100,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
flink-query,100,100,4,2,0.0,0.0,0.5,0.5,0.2,0.23719771276929622
flood-risk-analysis,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,100,100,4,5,1.0,0.6,0.6,0.6,1.0,0.7227265726449519
invoice-fraud-detection,100,100,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693
jax-computing-basics,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,100,100,4,5,1.0,0.2,0.4,0.4,1.0,0.48522855511632257
lab-unit-harmonization,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,100,100,4,4,1.0,0.25,0.25,0.5,1.0,0.5078961547485289
latex-formula-extraction,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
lean4-proof,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,100,100,4,2,0.0,0.5,0.5,1.0,0.3333333333333333,0.4911492931622974
manufacturing-fjsp-optimization,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
mario-coin-counting,100,100,4,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652
mars-clouds-clustering,100,100,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,100,100,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
multilingual-video-dubbing,100,100,4,6,1.0,0.5,0.6666666666666666,1.0,1.0,0.9607686373130876
offer-letter-generator,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,100,100,4,5,1.0,0.4,0.4,0.4,1.0,0.5531464700081437
paper-anonymizer,100,100,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
parallel-tfidf-search,100,100,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
pddl-tpp-planning,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,100,100,4,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
pedestrian-traffic-counting,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,100,100,4,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,100,100,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347
pptx-reference-formatting,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
protein-expression-analysis,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
python-scala-translation,100,100,4,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,100,100,4,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,100,100,4,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
reserves-at-risk-calc,100,100,4,1,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
sales-pivot-analysis,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
scheduling-email-assistant,100,100,4,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
sec-financial-report,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,100,100,4,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
setup-fuzzing-py,100,100,4,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041
shock-analysis-demand,100,100,4,1,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
shock-analysis-supply,100,100,4,1,0.0,0.0,0.0,0.0,0.0,0.0
simpo-code-reproduction,100,100,4,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
software-dependency-audit,100,100,4,3,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745
speaker-diarization-subtitles,100,100,4,4,1.0,0.75,1.0,1.0,1.0,1.0
spring-boot-jakarta-migration,100,100,4,5,1.0,0.6,1.0,1.0,1.0,1.0
suricata-custom-exfil,100,100,4,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
syzkaller-ppdev-syzlang,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
taxonomy-tree-merge,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
threejs-structure-parser,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
threejs-to-obj,100,100,4,2,1.0,1.0,1.0,1.0,1.0,1.0
travel-planning,100,100,4,6,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6368357674390958
trend-anomaly-causal-inference,100,100,4,4,1.0,0.75,1.0,1.0,1.0,1.0
video-filler-word-remover,100,100,4,3,1.0,1.0,1.0,1.0,1.0,1.0
video-silence-remover,100,100,4,7,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365
video-tutorial-indexer,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
virtualhome-agent-planning,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
weighted-gdp-calc,100,100,4,1,1.0,1.0,1.0,1.0,1.0,1.0
xlsx-recover-data,100,100,4,2,0.0,0.5,1.0,1.0,0.5,0.6509209298071326
3d-scan-calc,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
adaptive-cruise-control,500,500,0,5,1.0,0.6,0.8,0.8,1.0,0.8687949224876582
azure-bgp-oscillation-route-leak,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
citation-check,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
civ6-adjacency-optimizer,500,500,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
court-form-filling,500,500,0,1,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
crystallographic-wyckoff-position-analysis,500,500,0,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
dapt-intrusion-detection,500,500,0,2,1.0,0.5,1.0,1.0,1.0,0.8772153153380493
data-to-d3,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
dialogue-parser,500,500,0,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
dynamic-object-aware-egomotion,500,500,0,4,1.0,0.75,0.75,1.0,1.0,0.9709286432396583
earthquake-phase-association,500,500,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
earthquake-plate-calculation,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
econ-detrending-correlation,500,500,0,1,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
energy-ac-optimal-power-flow,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0
energy-market-pricing,500,500,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
enterprise-information-search,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
exceltable-in-ppt,500,500,0,2,1.0,0.5,0.5,0.5,1.0,0.6131471927654584
exoplanet-detection-period,500,500,0,5,1.0,0.2,0.6,0.8,1.0,0.7372449353281585
financial-modeling-qa,500,500,0,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
find-topk-similiar-chemicals,500,500,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
fix-build-agentops,500,500,0,4,0.0,0.0,0.25,0.5,0.25,0.28097267762005274
fix-build-google-auto,500,500,0,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9134015924715543
fix-druid-loophole-cve,500,500,0,2,0.0,0.0,0.0,0.0,0.0,0.0
fix-erlang-ssh-cve,500,500,0,6,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6787553679106948
fix-visual-stability,500,500,0,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.617319681505689
flink-query,500,500,0,2,0.0,0.0,0.0,0.0,0.0,0.0
flood-risk-analysis,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0
gh-repo-analytics,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
glm-lake-mendota,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0
gravitational-wave-detection,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0
grid-dispatch-operator,500,500,0,3,1.0,1.0,1.0,1.0,1.0,1.0
hvac-control,500,500,0,5,1.0,0.2,0.2,0.6,1.0,0.5730249097309823
invoice-fraud-detection,500,500,0,3,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8179809735263114
jax-computing-basics,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
jpg-ocr-stat,500,500,0,5,1.0,0.2,0.4,0.4,1.0,0.48522855511632257
lab-unit-harmonization,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
lake-warming-attribution,500,500,0,4,0.0,0.25,0.25,0.25,0.5,0.24630238874073
latex-formula-extraction,500,500,0,2,0.0,0.5,1.0,1.0,0.5,0.6509209298071326
lean4-proof,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-codebook-normalization,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
manufacturing-equipment-maintenance,500,500,0,2,0.0,0.0,0.0,0.5,0.1,0.17723928678404774
manufacturing-fjsp-optimization,500,500,0,1,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
mario-coin-counting,500,500,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
mars-clouds-clustering,500,500,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
mhc-layer-impl,500,500,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
multilingual-video-dubbing,500,500,0,6,1.0,0.5,0.6666666666666666,0.8333333333333334,1.0,0.8696762340896296
offer-letter-generator,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
organize-messy-files,500,500,0,5,0.0,0.4,0.4,0.4,0.5,0.38356636737133565
paper-anonymizer,500,500,0,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
parallel-tfidf-search,500,500,0,3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419
pddl-tpp-planning,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
pdf-excel-diff,500,500,0,2,0.0,0.0,0.5,0.5,0.25,0.2640681225725909
pedestrian-traffic-counting,500,500,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
pg-essay-to-audiobook,500,500,0,4,1.0,0.75,1.0,1.0,1.0,1.0
powerlifting-coef-calc,500,500,0,3,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217
pptx-reference-formatting,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
protein-expression-analysis,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
python-scala-translation,500,500,0,6,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002
quantum-numerical-simulation,500,500,0,1,1.0,1.0,1.0,1.0,1.0,1.0
r2r-mpc-control,500,500,0,4,1.0,0.25,0.25,0.25,1.0,0.3903800499921017
react-performance-debugging,500,500,0,2,0.0,0.5,0.5,0.5,0.5,0.38685280723454163
reserves-at-risk-calc,500,500,0,1,0.0,0.0,0.0,0.0,0.0,0.0
sales-pivot-analysis,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0
scheduling-email-assistant,500,500,0,2,1.0,0.5,0.5,1.0,1.0,0.8175295903539445
sec-financial-report,500,500,0,2,1.0,1.0,1.0,1.0,1.0,1.0
seismic-phase-picking,500,500,0,4,1.0,0.75,0.75,0.75,1.0,0.8318724637288826
setup-fuzzing-py,500,500,0,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644
